what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1336418067578
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1336418067642
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336418067677
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1336418070214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336418075589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336418077290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418078569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336418080761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336418089091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418089443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336418094406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418094703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418095165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418122790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418126168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418138972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418143508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418159176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418162409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418176924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336418181528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418181800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418187864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336418196956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418197443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418204516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418205171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418205724
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336418207723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418210076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418210217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418210233
executed,command,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.command.CommitCommand",1336418211262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418211280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418211654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418214158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418983230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419011535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419012277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419127641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419128058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419130512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419132400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419133586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419134246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419136047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419147561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419148510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419149648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419256706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419258998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419462798
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1336419463626
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336419463666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419465803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419470145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419471233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419482612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419483608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419509252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419509862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419629279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419630060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419647357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419648751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419996702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336419998414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336420058798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336420059812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336420089718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336420089969
